2024 Spring-Summer IREAD-3 Results,,,,,,,
"Proficiency rates reflect best Spring/Summer result of first-time third grade cohort, including previous year 2nd grade proficient results",,,,,,,
Public/Nonpublic,Corp Id,Corp Name,Sch Id,Sch Name,IREAD PASS N,IREAD TEST N,IREAD Pass%
Nonpublic,-999,Independent Non-Public Schools,C575,Central Christian Academy,10,12,83.3%
Nonpublic,-999,Independent Non-Public Schools,C580,Calvary Christian School,20,21,95.2%
Nonpublic,-999,Independent Non-Public Schools,C589,The Independence Academy,***,2,***
Nonpublic,-999,Independent Non-Public Schools,C628,MTI School of Knowledge,21,36,58.3%
Nonpublic,-999,Independent Non-Public Schools,C679,Indianapolis Southside Christian Academy,***,8,***
Nonpublic,-999,Independent Non-Public Schools,C690,Capitol City SDA Church School,***,5,***
Nonpublic,-999,Independent Non-Public Schools,C699,TP Schools,35,35,100.0%
Nonpublic,-999,Independent Non-Public Schools,C791,School for Community Learning,***,8,***
Nonpublic,-999,Independent Non-Public Schools,C850,Grace Baptist Christian School,***,8,***
Nonpublic,-999,Independent Non-Public Schools,C910,Covenant Christian School,***,8,***
Nonpublic,-999,Independent Non-Public Schools,C927,Lighthouse Christian Academy,24,25,96.0%
Nonpublic,-999,Independent Non-Public Schools,C933,Clear Creek Christian School,18,18,100.0%
Nonpublic,-999,Independent Non-Public Schools,C940,Tabernacle Christian School,28,32,87.5%
Nonpublic,-999,Independent Non-Public Schools,C965,Mooresville Christian Academy,44,44,100.0%
Nonpublic,-999,Independent Non-Public Schools,C966,Greenwood Christian Academy,46,47,97.9%
Nonpublic,-999,Independent Non-Public Schools,D063,Emmanuel Baptist Academy,***,5,***
Nonpublic,-999,Independent Non-Public Schools,D073,Victory Christian Academy,18,19,94.7%
Nonpublic,-999,Independent Non-Public Schools,D080,Portage Christian School,16,20,80.0%
Nonpublic,-999,Independent Non-Public Schools,D158,North Liberty Christian School,***,4,***
Nonpublic,-999,Independent Non-Public Schools,D189,Covenant Christian School,27,27,100.0%
Nonpublic,-999,Independent Non-Public Schools,D195,South Bend Hebrew Day School,15,17,88.2%
Nonpublic,-999,Independent Non-Public Schools,D249,New Vision Christian Academy,***,5,***
Nonpublic,-999,Independent Non-Public Schools,D300,South Bend Jr Academy School,***,4,***
Nonpublic,-999,Independent Non-Public Schools,D305,Community Baptist Christian School,17,18,94.4%
Nonpublic,-999,Independent Non-Public Schools,D310,Granger Christian School,16,16,100.0%
Nonpublic,-999,Independent Non-Public Schools,D315,"Michiana Christian Academy, Inc.",***,4,***
Nonpublic,-999,Independent Non-Public Schools,D329,Grace Christian Academy Inc,7,10,70.0%
Nonpublic,-999,Independent Non-Public Schools,D440,Lafayette Christian School,34,35,97.1%
Nonpublic,-999,Independent Non-Public Schools,D452,Faith Christian School,51,51,100.0%
Nonpublic,-999,Independent Non-Public Schools,D489,Evansville Christian Sch Newburgh,70,71,98.6%
Nonpublic,-999,Independent Non-Public Schools,D525,Evansville Day School,21,21,100.0%
Nonpublic,-999,Independent Non-Public Schools,D845,Richmond Adventist Elementary School,***,2,***
Nonpublic,-999,Independent Non-Public Schools,D862,Community Christian School,12,12,100.0%
Nonpublic,-999,Independent Non-Public Schools,D875,Kingdom Academy of Bluffton Inc,10,11,90.9%
Nonpublic,-999,Independent Non-Public Schools,D912,Al Haqq Foundation Academy ,7,11,63.6%
Nonpublic,-999,Independent Non-Public Schools,D913,Israel School of Excellence ,8,13,61.5%
Nonpublic,-999,Independent Non-Public Schools,D914,International Leadership Schools,33,39,84.6%
Nonpublic,-999,Independent Non-Public Schools,D918,Alyssum Montessori School,***,3,***
Nonpublic,9200,Archdiocese of Indianapolis,A425,St Bartholomew School,34,41,82.9%
Nonpublic,9200,Archdiocese of Indianapolis,A550,St John Paul II Catholic School,32,32,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,A560,Saint Anthony of Padua,22,22,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,A570,Sacred Heart School,20,20,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,19,22,86.4%
Nonpublic,9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,31,32,96.9%
Nonpublic,9200,Archdiocese of Indianapolis,A730,Saint Mary's School,36,36,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,B035,Saint Gabriel Catholic School,18,21,85.7%
Nonpublic,9200,Archdiocese of Indianapolis,B050,Holy Family School,21,21,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual Help School,35,36,97.2%
Nonpublic,9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,25,25,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,B095,Saint Michael School,27,30,90.0%
Nonpublic,9200,Archdiocese of Indianapolis,B265,Saint Michael School,19,19,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,B280,Saint Joseph School,11,12,91.7%
Nonpublic,9200,Archdiocese of Indianapolis,B285,Saint Malachy School,51,53,96.2%
Nonpublic,9200,Archdiocese of Indianapolis,B300,Saint Susanna School,21,22,95.5%
Nonpublic,9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,13,14,92.9%
Nonpublic,9200,Archdiocese of Indianapolis,B510,Pope John XXIII Elementary School,39,41,95.1%
Nonpublic,9200,Archdiocese of Indianapolis,B515,Saint Mary's School,24,24,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,B518,St Rose of Lima School,***,4,***
Nonpublic,9200,Archdiocese of Indianapolis,B535,Our Lady of the Greenwood School,35,37,94.6%
Nonpublic,9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Sch,32,32,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,22,22,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C265,Nativity Catholic School,39,47,83.0%
Nonpublic,9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,9,21,42.9%
Nonpublic,9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,56,60,93.3%
Nonpublic,9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,48,48,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C305,Saint Mark School,44,48,91.7%
Nonpublic,9200,Archdiocese of Indianapolis,C310,Saint Roch School,23,23,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C390,Holy Spirit School,38,48,79.2%
Nonpublic,9200,Archdiocese of Indianapolis,C435,Saint Luke School,64,65,98.5%
Nonpublic,9200,Archdiocese of Indianapolis,C440,Saint Matthew School,31,31,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C445,Saint Monica School,32,40,80.0%
Nonpublic,9200,Archdiocese of Indianapolis,C450,Saint Pius X School,54,54,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C545,Holy Name Catholic School,21,24,87.5%
Nonpublic,9200,Archdiocese of Indianapolis,C585,Christ The King School,49,49,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic School,11,14,78.6%
Nonpublic,9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,***,3,***
Nonpublic,9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,47,47,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,11,14,78.6%
Nonpublic,9200,Archdiocese of Indianapolis,C615,St Anthony Catholic School,14,22,63.6%
Nonpublic,9200,Archdiocese of Indianapolis,C625,Central Catholic School,12,27,44.4%
Nonpublic,9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,12,18,66.7%
Nonpublic,9200,Archdiocese of Indianapolis,C650,St Michael St Gabriel Archangels School,26,39,66.7%
Nonpublic,9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,21,28,75.0%
Nonpublic,9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,57,57,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,23,32,71.9%
Nonpublic,9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,19,19,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C795,Saint Christopher School,20,20,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,C900,Saint Charles Borromeo School,38,39,97.4%
Nonpublic,9200,Archdiocese of Indianapolis,D130,Saint Louis School,27,28,96.4%
Nonpublic,9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,18,20,90.0%
Nonpublic,9200,Archdiocese of Indianapolis,D335,Saint Joseph School,14,14,100.0%
Nonpublic,9200,Archdiocese of Indianapolis,D720,Saint Patrick School,34,35,97.1%
Nonpublic,9200,Archdiocese of Indianapolis,D840,Seton Catholic Intermediate School,19,21,90.5%
Nonpublic,9205,Diocese of Gary,B755,Aquinas School at St Andrew's,23,26,88.5%
Nonpublic,9205,Diocese of Gary,B775,Saint Michael School,21,21,100.0%
Nonpublic,9205,Diocese of Gary,B780,Saint John Evangelist School,35,35,100.0%
Nonpublic,9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,56,56,100.0%
Nonpublic,9205,Diocese of Gary,B865,St Stanislaus School,17,18,94.4%
Nonpublic,9205,Diocese of Gary,B930,Saint Mary School,22,22,100.0%
Nonpublic,9205,Diocese of Gary,B950,Saint Casimir School,40,41,97.6%
Nonpublic,9205,Diocese of Gary,B960,Saint John Bosco School,19,22,86.4%
Nonpublic,9205,Diocese of Gary,B965,Saint John The Baptist School,19,20,95.0%
Nonpublic,9205,Diocese of Gary,C025,Our Lady Of Grace School,12,14,85.7%
Nonpublic,9205,Diocese of Gary,C060,Saint Thomas More School,47,49,95.9%
Nonpublic,9205,Diocese of Gary,C105,Notre Dame Catholic School,25,26,96.2%
Nonpublic,9205,Diocese of Gary,C110,Queen Of All Saints School,17,20,85.0%
Nonpublic,9205,Diocese of Gary,C120,Saint Stanislaus Kostka School,***,5,***
Nonpublic,9205,Diocese of Gary,D050,Saint Patrick School,29,29,100.0%
Nonpublic,9205,Diocese of Gary,D065,Nativity of Our Savior School,17,19,89.5%
Nonpublic,9205,Diocese of Gary,D085,Saint Paul Catholic School,28,30,93.3%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,A470,Sacred Heart School,8,10,80.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,A795,St. Michael Catholic School,18,19,94.7%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B155,Saint Paul Parish School,18,18,100.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B215,Our Lady Of Mt Carmel School,74,74,100.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B216,Saint Maria Goretti School,46,48,95.8%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B227,Saint Louis de Montfort School,55,56,98.2%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B246,Our Lady of Grace School,48,49,98.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B395,Sts Joan of Arc & Patrick School,29,33,87.9%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,B475,Saint Augustine School,11,11,100.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,C190,Saint Mary School,15,15,100.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,C211,Holy Cross School,16,18,88.9%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,D425,Saint Lawrence Elementary School,24,25,96.0%
Nonpublic,9210,Diocese of Lafayette Catholic Sch,D430,Saint Mary Cathedral School,30,34,88.2%
Nonpublic,9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,18,18,100.0%
Nonpublic,9215,Diocese of Evansville,A871,Holy Trinity Catholic School,32,33,97.0%
Nonpublic,9215,Diocese of Evansville,B105,St Joseph School,15,15,100.0%
Nonpublic,9215,Diocese of Evansville,B115,Holy Cross School,15,15,100.0%
Nonpublic,9215,Diocese of Evansville,B120,Saint James School,23,23,100.0%
Nonpublic,9215,Diocese of Evansville,B125,Saints Peter & Paul School,26,27,96.3%
Nonpublic,9215,Diocese of Evansville,B565,Flaget Elementary School,28,29,96.6%
Nonpublic,9215,Diocese of Evansville,D095,St Matthew School,***,6,***
Nonpublic,9215,Diocese of Evansville,D100,St Philip School,22,23,95.7%
Nonpublic,9215,Diocese of Evansville,D105,Saint Wendel School,23,23,100.0%
Nonpublic,9215,Diocese of Evansville,D370,St Bernard Catholic School,14,14,100.0%
Nonpublic,9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,21,22,95.5%
Nonpublic,9215,Diocese of Evansville,D550,Corpus Christi School,22,23,95.7%
Nonpublic,9215,Diocese of Evansville,D555,Good Shepherd School,47,47,100.0%
Nonpublic,9215,Diocese of Evansville,D560,Holy Redeemer School,24,26,92.3%
Nonpublic,9215,Diocese of Evansville,D565,Holy Rosary School,31,31,100.0%
Nonpublic,9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,7,14,50.0%
Nonpublic,9215,Diocese of Evansville,D580,Westside Catholic School,13,16,81.3%
Nonpublic,9215,Diocese of Evansville,D590,St Benedict Cathedral School,25,25,100.0%
Nonpublic,9215,Diocese of Evansville,D605,Saint Joseph School,14,14,100.0%
Nonpublic,9215,Diocese of Evansville,D610,Resurrection School,38,38,100.0%
Nonpublic,9215,Diocese of Evansville,D815,Saint John The Baptist School,38,39,97.4%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,23,23,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A104,Saint Elizabeth Ann Seton Catholic Sch,53,56,94.6%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A106,Our Lady School,18,18,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A130,Most Precious Blood School,21,25,84.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A135,Queen Of Angels School,12,12,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A145,Saint Charles Borromeo School,76,86,88.4%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A150,Saint John The Baptist School,20,20,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A155,Saint Joseph Catholic School,9,17,52.9%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A160,Saint Jude Elementary School,38,39,97.4%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A175,Saint Therese School,***,7,***
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A180,Saint Vincent DePaul School,93,93,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A270,Saint Aloysius Catholic School,11,11,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A340,Saint Rose of Lima School,15,15,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A350,St Joseph Hessen Cassel Cath Sch,13,13,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A355,Saint John The Baptist Catholic,19,22,86.4%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A360,Saint Louis Besancon Catholic Sch,14,14,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A735,Saint Joseph School,15,16,93.8%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A975,St Thomas The Apostle School,25,26,96.2%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,A980,St Vincent de Paul School,18,24,75.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,B020,St John Evangelist School,22,22,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,B418,Huntington Catholic School,14,15,93.3%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,B605,Sacred Heart School,22,23,95.7%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,C855,Saint Michael School,19,20,95.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,C980,Saint Mary Elementary School,14,14,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D164,St Pius X Catholic School,66,67,98.5%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D177,Mishawaka Catholic School,36,37,97.3%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D198,Queen of Peace School,11,12,91.7%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D230,Christ The King School,54,55,98.2%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D235,Corpus Christi School,20,20,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D240,Holy Cross School,42,49,85.7%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D245,Holy Family School,20,31,64.5%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D250,Our Lady Of Hungary School,10,19,52.6%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D255,Saint Adalbert School,17,19,89.5%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D260,Saint Anthony De Padua School,22,22,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D265,Saint John The Baptist School,6,13,46.2%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D270,Saint Joseph School,41,42,97.6%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D275,Saint Jude Catholic School,23,23,100.0%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D285,Saint Matthew Cathedral School,35,37,94.6%
Nonpublic,9220,Diocese of Fort Wayne - South Bend,D805,Saint Bernard Elementary School,***,5,***
Nonpublic,9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran School,***,7,***
Nonpublic,9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran School,15,15,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,A200,Suburban Bethlehem Lutheran School,20,20,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,A205,Concordia Lutheran School,37,40,92.5%
Nonpublic,9230,Lutheran Schools of Indiana,A215,Emmanuel St Michael Lutheran Sch,39,40,97.5%
Nonpublic,9230,Lutheran Schools of Indiana,A220,Emmaus Lutheran School,***,8,***
Nonpublic,9230,Lutheran Schools of Indiana,A225,Holy Cross Lutheran School,31,40,77.5%
Nonpublic,9230,Lutheran Schools of Indiana,A235,Lutheran South Unity School,17,19,89.5%
Nonpublic,9230,Lutheran Schools of Indiana,A245,Saint Paul Lutheran School,12,12,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,A248,Ascension Lutheran School,***,6,***
Nonpublic,9230,Lutheran Schools of Indiana,A250,Saint Peter's Lutheran School,25,27,92.6%
Nonpublic,9230,Lutheran Schools of Indiana,A365,St John-Emmanuel Lutheran School,***,8,***
Nonpublic,9230,Lutheran Schools of Indiana,A370,Central Lutheran School,34,37,91.9%
Nonpublic,9230,Lutheran Schools of Indiana,A375,Woodburn Lutheran School,11,13,84.6%
Nonpublic,9230,Lutheran Schools of Indiana,A430,White Creek Lutheran School,12,13,92.3%
Nonpublic,9230,Lutheran Schools of Indiana,A435,Saint Peters Lutheran School,42,47,89.4%
Nonpublic,9230,Lutheran Schools of Indiana,A695,Saint John Ev Lutheran School,***,3,***
Nonpublic,9230,Lutheran Schools of Indiana,A985,Trinity Lutheran School,22,25,88.0%
Nonpublic,9230,Lutheran Schools of Indiana,B260,Zion Lutheran School,21,21,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,B275,Saint John Lutheran School,***,6,***
Nonpublic,9230,Lutheran Schools of Indiana,B367,Redeemer Lutheran School,16,17,94.1%
Nonpublic,9230,Lutheran Schools of Indiana,B445,Immanuel Lutheran School,26,28,92.9%
Nonpublic,9230,Lutheran Schools of Indiana,B450,Saint John Lutheran School,10,10,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,B465,Lutheran Central School,18,18,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,B850,Trinity Lutheran School,20,21,95.2%
Nonpublic,9230,Lutheran Schools of Indiana,B892,Ascension Lutheran Christian Schl,***,5,***
Nonpublic,9230,Lutheran Schools of Indiana,C050,Trinity Lutheran School,***,7,***
Nonpublic,9230,Lutheran Schools of Indiana,C065,St Paul's Lutheran School,***,7,***
Nonpublic,9230,Lutheran Schools of Indiana,C150,Saint John Lutheran School,11,11,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,C267,Holy Cross Lutheran School,44,44,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,C315,Calvary Lutheran School,24,26,92.3%
Nonpublic,9230,Lutheran Schools of Indiana,C395,Trinity Lutheran School,15,16,93.8%
Nonpublic,9230,Lutheran Schools of Indiana,C400,Saint John Ev Lutheran School,12,17,70.6%
Nonpublic,9230,Lutheran Schools of Indiana,C512,Our Shepherd Lutheran School,14,14,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,C680,Emmaus Lutheran School,***,3,***
Nonpublic,9230,Lutheran Schools of Indiana,C825,Saint Paul Lutheran School,***,3,***
Nonpublic,9230,Lutheran Schools of Indiana,C985,St John Lutheran School,13,15,86.7%
Nonpublic,9230,Lutheran Schools of Indiana,D090,Immanuel Lutheran School,21,22,95.5%
Nonpublic,9230,Lutheran Schools of Indiana,D317,Resurrection Lutheran Academy,8,12,66.7%
Nonpublic,9230,Lutheran Schools of Indiana,D375,Saint Peter Lutheran School,15,15,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,D435,Saint James Lutheran School,18,18,100.0%
Nonpublic,9230,Lutheran Schools of Indiana,D625,Evansville Lutheran School,18,19,94.7%
Nonpublic,9240,The Oaks Academy,B297,The Oaks Academy - Brookside,42,45,93.3%
Nonpublic,9240,The Oaks Academy,C773,The Oaks Academy - Fall Creek,62,62,100.0%
