2024 Spring-Summer IREAD-3 Results,,,,,,,
"Proficiency rates reflect best Spring/Summer result of first-time third grade cohort, including previous year 2nd grade proficient results",,,,,,,
Public/Nonpublic,Corp Id,Corp Name,Sch Id,Sch Name,IREAD PASS N,IREAD TEST N,IREAD Pass%
Public,0015,Adams Central Community Schools,0020,Adams Central Elementary School,75,88,85.2%
Public,0025,North Adams Community Schools,0037,Bellmont Elementary ,77,98,78.6%
Public,0035,South Adams Schools,0025,South Adams Elementary School,81,93,87.1%
Public,0125,MSD Southwest Allen County Schls,0045,Aboite Elementary School,90,92,97.8%
Public,0125,MSD Southwest Allen County Schls,0046,Whispering Meadow Elementary Sch,67,86,77.9%
Public,0125,MSD Southwest Allen County Schls,0064,Lafayette Meadow School,91,97,93.8%
Public,0125,MSD Southwest Allen County Schls,0068,Haverhill Elementary School,61,63,96.8%
Public,0125,MSD Southwest Allen County Schls,0071,Deer Ridge Elementary,72,74,97.3%
Public,0125,MSD Southwest Allen County Schls,0072,Covington Elementary School,103,124,83.1%
Public,0225,Northwest Allen County Schools,0069,Arcola School,37,46,80.4%
Public,0225,Northwest Allen County Schools,0087,Hickory Center Elementary School,58,68,85.3%
Public,0225,Northwest Allen County Schools,0089,Huntertown Elementary School,84,92,91.3%
Public,0225,Northwest Allen County Schools,0092,Perry Hill Elementary School,89,92,96.7%
Public,0225,Northwest Allen County Schools,0094,Oak View Elementary School,57,65,87.7%
Public,0225,Northwest Allen County Schools,0095,Cedar Canyon Elementary School,77,80,96.3%
Public,0225,Northwest Allen County Schools,0096,Eel River Elementary School,47,57,82.5%
Public,0225,Northwest Allen County Schools,0098,Aspen Meadow Elementary School,78,86,90.7%
Public,0235,Fort Wayne Community Schools,0118,Jeff H Towles Intermediate School,63,71,88.7%
Public,0235,Fort Wayne Community Schools,0134,Weisser Park Elementary School,100,118,84.7%
Public,0235,Fort Wayne Community Schools,0136,Fairfield Elementary School,48,88,54.5%
Public,0235,Fort Wayne Community Schools,0137,Merle J Abbett Elementary School,38,71,53.5%
Public,0235,Fort Wayne Community Schools,0141,Adams Elementary School,26,41,63.4%
Public,0235,Fort Wayne Community Schools,0149,Bloomingdale Elementary School,31,44,70.5%
Public,0235,Fort Wayne Community Schools,0153,Brentwood Elementary School,49,61,80.3%
Public,0235,Fort Wayne Community Schools,0154,Fred H Croninger Elementary School,104,104,100.0%
Public,0235,Fort Wayne Community Schools,0157,Forest Park Elementary School,77,101,76.2%
Public,0235,Fort Wayne Community Schools,0161,Franke Park Elementary School,53,61,86.9%
Public,0235,Fort Wayne Community Schools,0162,Glenwood Park Elementary School,77,99,77.8%
Public,0235,Fort Wayne Community Schools,0164,J Wilbur Haley Elementary School,48,76,63.2%
Public,0235,Fort Wayne Community Schools,0178,Harrison Hill Elementary School,71,95,74.7%
Public,0235,Fort Wayne Community Schools,0186,Mabel K Holland Elementary School,61,68,89.7%
Public,0235,Fort Wayne Community Schools,0189,Indian Village Elementary School,38,58,65.5%
Public,0235,Fort Wayne Community Schools,0193,John S Irwin Elementary School,43,46,93.5%
Public,0235,Fort Wayne Community Schools,0197,Lindley Elementary School,35,44,79.5%
Public,0235,Fort Wayne Community Schools,0205,Maplewood Elementary School,79,92,85.9%
Public,0235,Fort Wayne Community Schools,0209,Willard Shambaugh Elementary Sch,40,49,81.6%
Public,0235,Fort Wayne Community Schools,0217,Northcrest Elementary School,57,79,72.2%
Public,0235,Fort Wayne Community Schools,0221,Francis M Price Elementary School,53,78,67.9%
Public,0235,Fort Wayne Community Schools,0233,Saint Joseph Central School,63,71,88.7%
Public,0235,Fort Wayne Community Schools,0239,Robert C Harris Elementary School,34,43,79.1%
Public,0235,Fort Wayne Community Schools,0249,Levan R Scott Academy,35,60,58.3%
Public,0235,Fort Wayne Community Schools,0253,South Wayne Elementary School,34,59,57.6%
Public,0235,Fort Wayne Community Schools,0257,Study Elementary School,17,40,42.5%
Public,0235,Fort Wayne Community Schools,0265,Washington Elementary School,26,33,78.8%
Public,0235,Fort Wayne Community Schools,0269,Washington Center Elementary Sch,80,92,87.0%
Public,0235,Fort Wayne Community Schools,0270,Lincoln Elementary School,83,109,76.1%
Public,0235,Fort Wayne Community Schools,0273,Waynedale Elementary School,45,50,90.0%
Public,0235,Fort Wayne Community Schools,0275,Arlington Elementary School,51,70,72.9%
Public,0255,East Allen County Schools,0043,Prince Chapman Academy,74,144,51.4%
Public,0255,East Allen County Schools,0083,New Haven Primary School,54,54,100.0%
Public,0255,East Allen County Schools,0281,Heritage Elementary School,57,69,82.6%
Public,0255,East Allen County Schools,0291,Cedarville Elementary School,208,217,95.9%
Public,0255,East Allen County Schools,0305,New Haven Intermediate School,56,90,62.2%
Public,0255,East Allen County Schools,0310,Southwick Elementary School,34,34,100.0%
Public,0255,East Allen County Schools,0323,Woodlan Elementary School,76,84,90.5%
Public,0365,Bartholomew Con School Corp,0328,Clifty Creek Elementary School,68,84,81.0%
Public,0365,Bartholomew Con School Corp,0346,CSA Lincoln Campus,51,51,100.0%
Public,0365,Bartholomew Con School Corp,0353,Mount Healthy Elementary School,46,50,92.0%
Public,0365,Bartholomew Con School Corp,0357,Parkside Elementary School,84,97,86.6%
Public,0365,Bartholomew Con School Corp,0363,W D Richards Elementary School,72,87,82.8%
Public,0365,Bartholomew Con School Corp,0366,Rockcreek Elementary School,49,53,92.5%
Public,0365,Bartholomew Con School Corp,0369,Lillian Schmitt Elementary School,92,109,84.4%
Public,0365,Bartholomew Con School Corp,0371,L F Smith Elementary,49,60,81.7%
Public,0365,Bartholomew Con School Corp,0375,CSA Fodrea Campus,36,42,85.7%
Public,0365,Bartholomew Con School Corp,0377,Taylorsville Elementary School,54,74,73.0%
Public,0365,Bartholomew Con School Corp,0392,Southside Elementary School,122,144,84.7%
Public,0370,Flat Rock-Hawcreek School Corp,0409,Hope Elementary School,51,56,91.1%
Public,0395,Benton Community School Corp,0421,Otterbein Elementary School,31,36,86.1%
Public,0395,Benton Community School Corp,0446,Prairie Crossing Elementary School,52,66,78.8%
Public,0515,Blackford County Schools,0494,Blackford Intermediate School,43,68,63.2%
Public,0515,Blackford County Schools,0501,Blackford Primary School,42,42,100.0%
Public,0615,Western Boone Co Com Sch Dist,0521,Granville Wells Elementary School,49,55,89.1%
Public,0615,Western Boone Co Com Sch Dist,0537,Thorntown Elementary School,55,66,83.3%
Public,0630,Zionsville Community Schools,0514,Eagle Elementary School,64,71,90.1%
Public,0630,Zionsville Community Schools,0517,Zionsville Pleasant View Elem Sch,145,146,99.3%
Public,0630,Zionsville Community Schools,0541,Union Elementary School,96,101,95.0%
Public,0630,Zionsville Community Schools,0542,Stonegate Elementary,83,90,92.2%
Public,0630,Zionsville Community Schools,0544,Boone Meadow,82,91,90.1%
Public,0630,Zionsville Community Schools,0546,Trailside Elementary School,97,100,97.0%
Public,0665,Lebanon Community School Corp,0534,Perry Worth Elementary School,73,90,81.1%
Public,0665,Lebanon Community School Corp,0561,Central Elementary School,52,55,94.5%
Public,0665,Lebanon Community School Corp,0565,Harney Elementary School,48,62,77.4%
Public,0665,Lebanon Community School Corp,0569,Hattie B Stokes Elementary School,46,63,73.0%
Public,0670,Brown County School Corporation,0577,Van Buren Elementary School,21,25,84.0%
Public,0670,Brown County School Corporation,0581,Helmsburg Elementary School,41,41,100.0%
Public,0670,Brown County School Corporation,0585,Sprunica Elementary School,36,43,83.7%
Public,0750,Carroll Consolidated School Corp,0629,Carroll Elementary School,59,72,81.9%
Public,0755,Delphi Community School Corp,0641,Delphi Community Elementary School,80,109,73.4%
Public,0775,Pioneer Regional School Corp,0649,Pioneer Elementary School,48,63,76.2%
Public,0815,Lewis Cass Schools ,0695,Lewis Cass Elementary School,86,105,81.9%
Public,0875,Logansport Community Sch Corp,0705,Franklin Elementary School,14,14,100.0%
Public,0875,Logansport Community Sch Corp,0709,Fairview Elementary School,51,82,62.2%
Public,0875,Logansport Community Sch Corp,0711,Landis Elementary School,106,151,70.2%
Public,0875,Logansport Community Sch Corp,0713,Columbia Elementary School,51,86,59.3%
Public,0935,Borden-Henryville School Corporation,0767,Henryville Elementary School,58,70,82.9%
Public,0935,Borden-Henryville School Corporation,0815,William W Borden Elementary School,37,38,97.4%
Public,0945,Silver Creek School Corporation,0789,Silver Creek Elementary School,203,241,84.2%
Public,1000,Clarksville Community School Corp,0845,Clarksville Elementary School,85,113,75.2%
Public,1000,Clarksville Community School Corp,1007,Indiana Gateway Digital Academy,52,126,41.3%
Public,1010,Greater Clark County Schools,0755,W E Wilson Elementary,64,74,86.5%
Public,1010,Greater Clark County Schools,0761,Thomas Jefferson Elementary School,36,38,94.7%
Public,1010,Greater Clark County Schools,0801,Northaven Elementary School,59,80,73.8%
Public,1010,Greater Clark County Schools,0805,Utica Elementary School,93,101,92.1%
Public,1010,Greater Clark County Schools,0807,New Washington Elementary School,38,42,90.5%
Public,1010,Greater Clark County Schools,0825,Jonathan Jennings Elementary Sch,140,164,85.4%
Public,1010,Greater Clark County Schools,0871,Riverside Elementary School,75,86,87.2%
Public,1010,Greater Clark County Schools,0874,Franklin Square Elementary School,51,68,75.0%
Public,1010,Greater Clark County Schools,0879,Parkwood Elementary School,64,102,62.7%
Public,1125,Clay Community Schools,0895,Clay City Elementary School,56,60,93.3%
Public,1125,Clay Community Schools,0901,Jackson Township Elementary School,36,42,85.7%
Public,1125,Clay Community Schools,0907,Staunton Elementary School,53,55,96.4%
Public,1125,Clay Community Schools,0923,Van Buren Elementary School,36,38,94.7%
Public,1125,Clay Community Schools,0941,East Side Elementary School,32,34,94.1%
Public,1125,Clay Community Schools,0942,Forest Park Elementary School,26,30,86.7%
Public,1125,Clay Community Schools,0949,Meridian Street Elementary School,37,44,84.1%
Public,1150,Clinton Central School Corporation,0961,Clinton Central Elementary School,55,64,85.9%
Public,1160,Clinton Prairie School Corporation,0981,Clinton Prairie Elementary School,93,100,93.0%
Public,1170,Community Schools of Frankfort,1015,Green Meadows Intermediate Elem,104,137,75.9%
Public,1170,Community Schools of Frankfort,1020,Suncrest Elementary School,61,79,77.2%
Public,1180,Rossville Con School District,1033,Rossville Elementary School,72,84,85.7%
Public,1300,Crawford County Community Sch Corp,1037,South Crawford Elementary School,21,29,72.4%
Public,1300,Crawford County Community Sch Corp,1045,West Crawford Elementary School,18,24,75.0%
Public,1300,Crawford County Community Sch Corp,1065,East Crawford Elementary School,32,36,88.9%
Public,1315,Barr-Reeve Community Schools Inc,1075,Barr Reeve Elementary School,76,83,91.6%
Public,1375,North Daviess Com Schools,1090,North Daviess Elementary School,88,94,93.6%
Public,1405,Washington Community Schools,1103,Washington Intermediate,102,157,65.0%
Public,1405,Washington Community Schools,1105,Veale Elementary School,14,14,100.0%
Public,1560,Sunman-Dearborn Com Sch Corp,1189,North Dearborn Elementary School,122,131,93.1%
Public,1560,Sunman-Dearborn Com Sch Corp,1193,Bright Elementary School,99,106,93.4%
Public,1560,Sunman-Dearborn Com Sch Corp,7211,Sunman Elementary School,35,46,76.1%
Public,1600,South Dearborn Community Sch Corp,1141,Dillsboro Elementary School,33,38,86.8%
Public,1600,South Dearborn Community Sch Corp,1165,Manchester Elementary School,21,23,91.3%
Public,1600,South Dearborn Community Sch Corp,1197,Aurora Elementary School,60,65,92.3%
Public,1620,Lawrenceburg Community School Corp,1210,Lawrenceburg Primary School,72,72,100.0%
Public,1620,Lawrenceburg Community School Corp,1217,Central Elementary School,67,72,93.1%
Public,1655,Decatur County Community Schools,1265,South Decatur Elementary School,50,57,87.7%
Public,1655,Decatur County Community Schools,1266,North Decatur Elementary School,76,80,95.0%
Public,1730,Greensburg Community Schools,1270,Greensburg Elementary,150,153,98.0%
Public,1805,DeKalb Co Eastern Com Sch Dist,1321,Butler Elementary School,47,51,92.2%
Public,1805,DeKalb Co Eastern Com Sch Dist,1335,Riverdale Elementary School,45,45,100.0%
Public,1820,Garrett-Keyser-Butler Com Sch Corp,1329,J E Ober Elementary School,102,124,82.3%
Public,1835,DeKalb Co Ctl United Sch Dist,1341,Waterloo Elementary School,25,31,80.6%
Public,1835,DeKalb Co Ctl United Sch Dist,1351,James R Watson Elementary School,99,104,95.2%
Public,1835,DeKalb Co Ctl United Sch Dist,1357,McKenney-Harrison Elementary Sch,86,96,89.6%
Public,1835,DeKalb Co Ctl United Sch Dist,1359,Country Meadow Elementary School,33,40,82.5%
Public,1875,Delaware Community School Corp,1365,Royerton Elementary School,88,93,94.6%
Public,1875,Delaware Community School Corp,1409,Eaton Elementary School,39,41,95.1%
Public,1875,Delaware Community School Corp,1520,Albany Elementary School,32,39,82.1%
Public,1885,Wes-Del Community Schools,1413,Wes-Del Elementary School,61,66,92.4%
Public,1895,Liberty-Perry Community Sch Corp,1381,Selma Elementary School,70,84,83.3%
Public,1900,Cowan Community School Corp,1385,Cowan Elementary School,49,61,80.3%
Public,1910,Yorktown Community Schools,1393,Yorktown Elementary School,49,69,71.0%
Public,1910,Yorktown Community Schools,1395,Pleasant View Elementary School,145,145,100.0%
Public,1940,Daleville Community Schools,1405,Daleville Elementary School,73,79,92.4%
Public,1970,Muncie Community Schools,1470,Grissom Elementary School,27,58,46.6%
Public,1970,Muncie Community Schools,1482,South View Elementary School,36,54,66.7%
Public,1970,Muncie Community Schools,1485,Longfellow Elementary School,29,43,67.4%
Public,1970,Muncie Community Schools,1496,North View Elementary School,41,59,69.5%
Public,1970,Muncie Community Schools,1500,Muncie Virtual Academy,***,5,***
Public,1970,Muncie Community Schools,1513,East Washington Academy,63,79,79.7%
Public,1970,Muncie Community Schools,1517,West View Elementary School,58,72,80.6%
Public,1970,Muncie Community Schools,1524,Youth Opportunity Center,***,1,***
Public,2040,Northeast Dubois Co Sch Corp,1549,Northeast Dubois Intermediate School,15,21,71.4%
Public,2040,Northeast Dubois Co Sch Corp,1577,Northeast Dubois Elementary School,28,28,100.0%
Public,2100,Southeast Dubois Co Sch Corp,1563,Pine Ridge Elementary School,47,53,88.7%
Public,2100,Southeast Dubois Co Sch Corp,1581,Ferdinand Elementary School,32,40,80.0%
Public,2110,Southwest Dubois Co Sch Corp,1529,Holland Elementary School,35,36,97.2%
Public,2110,Southwest Dubois Co Sch Corp,1590,Huntingburg Elementary School,102,125,81.6%
Public,2120,Greater Jasper Consolidated Schs,1569,Ireland Elementary School,100,101,99.0%
Public,2120,Greater Jasper Consolidated Schs,1601,Jasper Elementary School,169,185,91.4%
Public,2155,Fairfield Community Schools,1621,Millersburg Elementary- Middle Sch,37,38,97.4%
Public,2155,Fairfield Community Schools,1649,New Paris Elementary School,63,69,91.3%
Public,2155,Fairfield Community Schools,1652,Benton Elementary School,66,68,97.1%
Public,2260,Baugo Community Schools,1705,Jimtown Elementary School,53,53,100.0%
Public,2260,Baugo Community Schools,1707,Jimtown Intermediate School,55,68,80.9%
Public,2270,Concord Community Schools,1721,Concord East Side Elementary Sch,91,112,81.3%
Public,2270,Concord Community Schools,1723,Concord Ox Bow Elementary School,73,86,84.9%
Public,2270,Concord Community Schools,1725,Concord South Side Elementary Sch,51,69,73.9%
Public,2270,Concord Community Schools,1729,Concord West Side Elem School,73,103,70.9%
Public,2275,Middlebury Community Schools,1656,Jefferson Elementary School,98,103,95.1%
Public,2275,Middlebury Community Schools,1697,York Elementary School,54,64,84.4%
Public,2275,Middlebury Community Schools,1732,Middlebury Elementary School,43,46,93.5%
Public,2275,Middlebury Community Schools,1734,Orchard View School,79,83,95.2%
Public,2285,Wa-Nee Community Schools,1735,Wakarusa Elementary School,86,96,89.6%
Public,2285,Wa-Nee Community Schools,1743,Nappanee Elementary School,60,62,96.8%
Public,2285,Wa-Nee Community Schools,1747,Woodview Elementary School,55,68,80.9%
Public,2305,Elkhart Community Schools,1617,Cleveland Elementary School,49,73,67.1%
Public,2305,Elkhart Community Schools,1673,Osolo Elementary School,45,66,68.2%
Public,2305,Elkhart Community Schools,1679,Eastwood Elementary School,45,63,71.4%
Public,2305,Elkhart Community Schools,1681,Mary Feeser Elementary School,55,73,75.3%
Public,2305,Elkhart Community Schools,1693,Bristol Elementary School,36,43,83.7%
Public,2305,Elkhart Community Schools,1752,Elkhart Alternative Education,***,6,***
Public,2305,Elkhart Community Schools,1765,Beardsley Elementary School,32,61,52.5%
Public,2305,Elkhart Community Schools,1769,Mary Beck Elementary School,29,53,54.7%
Public,2305,Elkhart Community Schools,1773,Mary Daly Elementary School,36,77,46.8%
Public,2305,Elkhart Community Schools,1785,Pinewood Elementary School,46,67,68.7%
Public,2305,Elkhart Community Schools,1789,Monger Elementary School,49,69,71.0%
Public,2305,Elkhart Community Schools,1797,Riverview Elementary School,41,55,74.5%
Public,2305,Elkhart Community Schools,1801,Roosevelt STEAM Academy ,40,73,54.8%
Public,2305,Elkhart Community Schools,1817,Woodland Elementary School,43,67,64.2%
Public,2315,Goshen Community Schools,1633,Model Elementary School,71,99,71.7%
Public,2315,Goshen Community Schools,1641,Waterford Elementary School,61,84,72.6%
Public,2315,Goshen Community Schools,1829,Chamberlain Elementary School,34,52,65.4%
Public,2315,Goshen Community Schools,1833,Chandler Elementary School,10,10,100.0%
Public,2315,Goshen Community Schools,1843,Parkside Elementary School,37,51,72.5%
Public,2315,Goshen Community Schools,1847,Prairie View Elementary School,53,65,81.5%
Public,2315,Goshen Community Schools,1849,West Goshen Elementary School,41,73,56.2%
Public,2395,Fayette County School Corporation,1869,Everton Elementary School,29,35,82.9%
Public,2395,Fayette County School Corporation,1897,Eastview Elementary School,26,33,78.8%
Public,2395,Fayette County School Corporation,1909,Frazee Elementary School,41,47,87.2%
Public,2395,Fayette County School Corporation,1913,Grandview Elementary School,37,45,82.2%
Public,2395,Fayette County School Corporation,1921,Fayette Central Elementary,44,49,89.8%
Public,2400,New Albany-Floyd Co Con Sch,1929,Georgetown Elementary School,107,121,88.4%
Public,2400,New Albany-Floyd Co Con Sch,1943,Slate Run Elementary School,50,61,82.0%
Public,2400,New Albany-Floyd Co Con Sch,1949,Fairmont Elementary School,42,52,80.8%
Public,2400,New Albany-Floyd Co Con Sch,1953,Greenville Elementary School,111,120,92.5%
Public,2400,New Albany-Floyd Co Con Sch,1957,Grant Line Elementary School,85,89,95.5%
Public,2400,New Albany-Floyd Co Con Sch,1961,Green Valley Elementary School,64,86,74.4%
Public,2400,New Albany-Floyd Co Con Sch,1966,Floyds Knobs Elementary School,112,116,96.6%
Public,2400,New Albany-Floyd Co Con Sch,1974,Mount Tabor Elementary School,94,104,90.4%
Public,2400,New Albany-Floyd Co Con Sch,1981,S Ellen Jones Elementary School,26,38,68.4%
Public,2435,Attica Consolidated School Corp,2057,Attica Elementary School,32,33,97.0%
Public,2440,Covington Community School Corp,2009,Covington Elementary School,52,61,85.2%
Public,2455,Southeast Fountain School Corp,2021,Southeast Fountain Elementary,77,85,90.6%
Public,2475,Franklin County Community Sch Corp,2082,Laurel School,26,35,74.3%
Public,2475,Franklin County Community Sch Corp,2125,Brookville Elementary School,51,63,81.0%
Public,2475,Franklin County Community Sch Corp,2127,Mount Carmel School,28,28,100.0%
Public,2645,Rochester Community School Corp,2185,George M Riddle Elementary School,116,132,87.9%
Public,2650,Caston School Corporation,2157,Caston Elementary School,50,63,79.4%
Public,2725,East Gibson School Corporation,2189,Wood Memorial Intermediate School,28,36,77.8%
Public,2725,East Gibson School Corporation,2201,Francisco Elementary School,***,7,***
Public,2725,East Gibson School Corporation,2237,Wood Memorial Primary School,14,15,93.3%
Public,2735,North Gibson School Corporation,2223,Princeton Comm Intermediate School,103,127,81.1%
Public,2765,South Gibson School Corporation,2205,Haubstadt Community School,25,27,92.6%
Public,2765,South Gibson School Corporation,2214,Fort Branch Community School,48,55,87.3%
Public,2765,South Gibson School Corporation,2241,Owensville Community School,33,39,84.6%
Public,2815,Eastbrook Community Sch Corp,2263,Eastbrook South Elementary,46,55,83.6%
Public,2815,Eastbrook Community Sch Corp,2264,Eastbrook North Elementary,45,49,91.8%
Public,2825,Madison-Grant United School Corp,2329,Park Elementary School,54,63,85.7%
Public,2825,Madison-Grant United School Corp,2834,Virtual Preparatory Academy of Indiana at Madison-Grant K-5,15,31,48.4%
Public,2855,Mississinewa Community School Corp,2346,Northview Elementary School,115,146,78.8%
Public,2865,Marion Community Schools,2369,Allen Elementary School,44,59,74.6%
Public,2865,Marion Community Schools,2393,John W Kendall Elem School,39,57,68.4%
Public,2865,Marion Community Schools,2405,Riverview Elementary School,56,71,78.9%
Public,2865,Marion Community Schools,2409,Frances Slocum Elem School,46,58,79.3%
Public,2920,Bloomfield School District,2417,Bloomfield Elementary School,59,68,86.8%
Public,2940,Eastern Greene Schools,2433,Eastern Greene Elementary School,64,78,82.1%
Public,2950,Linton-Stockton School Corporation,2441,Linton-Stockton Elementary,87,100,87.0%
Public,2960,MSD Shakamak Schools,2449,Shakamak Elementary School,41,43,95.3%
Public,2980,White River Valley School District,2460,White River Valley Elementary Sch,51,67,76.1%
Public,3005,Hamilton Southeastern Schools,2464,Deer Creek Elementary,110,117,94.0%
Public,3005,Hamilton Southeastern Schools,2466,Brooks School Elementary,95,101,94.1%
Public,3005,Hamilton Southeastern Schools,2468,New Britton Elementary School,114,121,94.2%
Public,3005,Hamilton Southeastern Schools,2469,Fishers Elementary School,89,96,92.7%
Public,3005,Hamilton Southeastern Schools,2470,Cumberland Road Elem School,95,100,95.0%
Public,3005,Hamilton Southeastern Schools,2471,Hoosier Road Elementary School,91,96,94.8%
Public,3005,Hamilton Southeastern Schools,2473,Fall Creek Elementary School,109,113,96.5%
Public,3005,Hamilton Southeastern Schools,2474,Geist Elementary School,138,141,97.9%
Public,3005,Hamilton Southeastern Schools,2475,Lantern Road Elementary School,93,98,94.9%
Public,3005,Hamilton Southeastern Schools,2481,Harrison Parkway Elementary School,102,123,82.9%
Public,3005,Hamilton Southeastern Schools,2482,Sand Creek Elementary,79,87,90.8%
Public,3005,Hamilton Southeastern Schools,2483,Thorpe Creek Elementary,134,138,97.1%
Public,3005,Hamilton Southeastern Schools,2484,Southeastern Elementary School,166,174,95.4%
Public,3025,Hamilton Heights School Corp,2478,Hamilton Heights Elementary School,133,161,82.6%
Public,3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,119,134,88.8%
Public,3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,112,133,84.2%
Public,3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,127,148,85.8%
Public,3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,109,114,95.6%
Public,3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,111,120,92.5%
Public,3030,Westfield-Washington Schools,2504,Maple Glen Elementary,124,132,93.9%
Public,3055,Sheridan Community Schools,2465,Sheridan Elementary School,73,89,82.0%
Public,3060,Carmel Clay Schools,2507,Woodbrook Elementary School,91,97,93.8%
Public,3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,117,125,93.6%
Public,3060,Carmel Clay Schools,2509,Carmel Elementary School,99,117,84.6%
Public,3060,Carmel Clay Schools,2510,College Wood Elementary School,111,115,96.5%
Public,3060,Carmel Clay Schools,2512,Smoky Row Elementary School,96,103,93.2%
Public,3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,112,117,95.7%
Public,3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,82,97,84.5%
Public,3060,Carmel Clay Schools,2518,Forest Dale Elementary School,95,104,91.3%
Public,3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,78,85,91.8%
Public,3060,Carmel Clay Schools,2526,West Clay Elementary School,99,104,95.2%
Public,3060,Carmel Clay Schools,3071,Clay Center Elementary School,108,125,86.4%
Public,3070,Noblesville Schools,2523,Hinkle Creek Elementary School,125,142,88.0%
Public,3070,Noblesville Schools,2529,North Elementary School,61,68,89.7%
Public,3070,Noblesville Schools,2533,Stony Creek Elementary School,98,109,89.9%
Public,3070,Noblesville Schools,2537,Noble Crossing Elementary School,125,134,93.3%
Public,3070,Noblesville Schools,2538,Hazel Dell Elementary School,85,95,89.5%
Public,3070,Noblesville Schools,2539,Promise Road Elementary,118,132,89.4%
Public,3070,Noblesville Schools,2547,White River Elementary School,84,103,81.6%
Public,3115,New Palestine Community Schools,2563,Brandywine Elementary School,62,67,92.5%
Public,3115,New Palestine Community Schools,2564,New Palestine Elementary School,95,97,97.9%
Public,3115,New Palestine Community Schools,2567,Sugar Creek Elementary Sch,102,112,91.1%
Public,3125,Greenfield-Central Com Schools,2581,Eden Elementary School,45,46,97.8%
Public,3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,91,103,88.3%
Public,3125,Greenfield-Central Com Schools,2597,Harris Elementary School,72,84,85.7%
Public,3125,Greenfield-Central Com Schools,2609,Weston Elementary School,66,75,88.0%
Public,3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,116,122,95.1%
Public,3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,82,93,88.2%
Public,3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,112,120,93.3%
Public,3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,81,87,93.1%
Public,3160,Lanesville Community School Corp,2611,Lanesville Elementary School,73,74,98.6%
Public,3180,North Harrison Com School Corp,2621,Morgan Elementary School,63,71,88.7%
Public,3180,North Harrison Com School Corp,2633,North Harrison Elementary School,83,95,87.4%
Public,3190,South Harrison Com Schools,2645,Corydon Elementary School,140,171,81.9%
Public,3190,South Harrison Com Schools,2649,New Middletown Elementary School,15,16,93.8%
Public,3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,18,21,85.7%
Public,3190,South Harrison Com Schools,2667,South Central Elementary,40,44,90.9%
Public,3295,North West Hendricks Schools,2684,Pittsboro Primary School,66,66,100.0%
Public,3295,North West Hendricks Schools,2685,North Salem Elementary School,42,42,100.0%
Public,3295,North West Hendricks Schools,2725,Pittsboro Elementary School,31,32,96.9%
Public,3305,Brownsburg Community School Corp,2706,Brown Elementary School,86,90,95.6%
Public,3305,Brownsburg Community School Corp,2709,Brownsburg High School,***,1,***
Public,3305,Brownsburg Community School Corp,2711,Eagle Elementary School,77,84,91.7%
Public,3305,Brownsburg Community School Corp,2714,Reagan Elementary School,74,78,94.9%
Public,3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,72,74,97.3%
Public,3305,Brownsburg Community School Corp,2722,Crossroads Elementary School,88,94,93.6%
Public,3305,Brownsburg Community School Corp,2723,White Lick Elementary School,76,77,98.7%
Public,3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,98,105,93.3%
Public,3305,Brownsburg Community School Corp,2744,Lincoln Elementary School,97,102,95.1%
Public,3315,Avon Community School Corp,2726,River Birch Elementary School,122,144,84.7%
Public,3315,Avon Community School Corp,2733,Maple Elementary School,156,176,88.6%
Public,3315,Avon Community School Corp,2735,Sycamore Elementary School,110,117,94.0%
Public,3315,Avon Community School Corp,2738,Cedar Elementary School,123,132,93.2%
Public,3315,Avon Community School Corp,2739,Pine Tree Elementary School,72,92,78.3%
Public,3315,Avon Community School Corp,2740,Hickory Elementary School,103,117,88.0%
Public,3325,Danville Community School Corp,2721,North Elementary School,129,129,100.0%
Public,3325,Danville Community School Corp,2745,South Elementary School,82,86,95.3%
Public,3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,61,80,76.3%
Public,3330,Plainfield Community School Corp,2751,Central Elementary School,89,98,90.8%
Public,3330,Plainfield Community School Corp,2761,Van Buren Elementary School,81,93,87.1%
Public,3330,Plainfield Community School Corp,2763,Brentwood Elementary School,68,75,90.7%
Public,3330,Plainfield Community School Corp,3338,Guilford Elementary,68,71,95.8%
Public,3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,46,52,88.5%
Public,3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,45,52,86.5%
